47,70,"GOVT. MEDICAL COLLEGE, KOTTAYAM",MBBS,UR,OBC,Allotted
48,71,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,UR,UR,Allotted
49,72,"VMMC AND SAFDARJUNG HOSPITAL, NEWDELHI",MBBS,UR,UR,Allotted
50,73,"VMMC AND SAFDARJUNG HOSPITAL, NEWDELHI",MBBS,UR,UR,Allotted
51,74,"VMMC AND SAFDARJUNG HOSPITAL, NEWDELHI",MBBS,UR,UR,Allotted
52,76,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,UR,Allotted
53,78,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,OBC,Allotted
54,80,"VMMC AND SAFDARJUNG HOSPITAL, NEWDELHI",MBBS,UR,UR,Allotted
55,82,"VMMC AND SAFDARJUNG HOSPITAL, NEWDELHI",MBBS,UR,UR,Allotted
56,83,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,UR,UR,Allotted
57,85,"B.J. MEDICAL COLLEGE, AHMEDABAD",MBBS,UR,UR,Allotted
58,86,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,UR,UR,Allotted
59,87,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,UR,Allotted
60,89,"University College of Medical Sciences, Delhi",MBBS,UR,UR,Allotted
61,90,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
62,91,"University College of Medical Sciences, Delhi",MBBS,UR,UR,Allotted
63,92,"IMS BHU, Varanasi, UP",MBBS,UR,UR,Allotted
64,94,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,UR,UR,Allotted
65,95,"MAULANA AZAD MEDICAL COLLEGE, NEWDELHI",MBBS,OBC,OBC,Allotted
66,96,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,UR,Allotted
67,97,"MAULANA AZAD MEDICAL COLLEGE, NEWDELHI",MBBS,SC,SC,Allotted
68,98,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,UR,Allotted
69,100,"University College of Medical Sciences, Delhi",MBBS,UR,UR,Allotted
70,101,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,UR,UR,Allotted
71,102,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,UR,Allotted
72,103,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,UR,UR,Allotted
73,105,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,OBC,Allotted
74,106,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,UR,Allotted
75,108,"University College of Medical Sciences, Delhi",MBBS,UR,UR,Allotted
76,109,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,UR,Allotted
77,110,"University College of Medical Sciences, Delhi",MBBS,UR,UR,Allotted
78,111,"GOVERNMENT MEDICAL COLLEGE ANDHOSPITAL, CHANDIGAR",MBBS,UR,UR,Allotted
79,112,"University College of Medical Sciences, Delhi",MBBS,UR,UR,Allotted
80,113,"GOVT.MEDICAL COLLEGE, THRISSUR",MBBS,UR,UR,Allotted
81,114,"University College of Medical Sciences, Delhi",MBBS,UR,UR,Allotted
82,116,"University College of Medical Sciences, Delhi",MBBS,UR,UR,Allotted
83,118,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
84,119,"IMS BHU, Varanasi, UP",MBBS,UR,UR,Allotted
85,120,"MAULANA AZAD MEDICAL COLLEGE, NEWDELHI",MBBS,OBC,OBC,Allotted
86,121,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,UR,UR,Allotted
87,122,"MAULANA AZAD MEDICAL COLLEGE, NEWDELHI",MBBS,OBC,OBC,Allotted
88,123,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,UR,UR,Allotted
89,124,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,UR,UR,Allotted
90,126,"PT. B.D. SHARMA PGIMS, ROHTAK",MBBS,UR,UR,Allotted
91,127,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,UR,UR,Allotted
92,128,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,UR,UR,Allotted
93,129,"MAULANA AZAD MEDICAL COLLEGE, NEWDELHI",MBBS,OBC,OBC,Allotted
94,130,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,UR,UR,Allotted
95,131,"GOVERNMENT MEDICAL COLLEGE ANDHOSPITAL, CHANDIGAR",MBBS,UR,UR,Allotted
96,132,"IMS BHU, Varanasi, UP",MBBS,UR,UR,Allotted
97,134,"NDMC Medical College, Delhi",MBBS,UR,UR,Allotted
98,135,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
99,137,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,UR,Allotted
100,138,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
101,139,"MAULANA AZAD MEDICAL COLLEGE, NEWDELHI",MBBS,OBC,OBC,Allotted
102,140,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,UR,Allotted
103,141,"MAULANA AZAD MEDICAL COLLEGE, NEWDELHI",MBBS,OBC,OBC,Allotted
104,144,"B.J. MEDICAL COLLEGE, AHMEDABAD",MBBS,UR,UR,Allotted
105,145,"MAULANA AZAD MEDICAL COLLEGE, NEWDELHI",MBBS,OBC,OBC,Allotted
106,148,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
107,149,"MADRAS MEDICAL COLLEGE, CHENNAI",MBBS,UR,UR,Allotted
108,150,"GOVERNMENT MEDICAL COLLEGE ANDHOSPITAL, CHANDIGAR",MBBS,UR,UR,Allotted
109,151,"BANGALORE MED. COLLEGE,BANGALORE",MBBS,UR,UR,Allotted
110,152,"VMMC AND SAFDARJUNG HOSPITAL, NEWDELHI",MBBS,OBC,OBC,Allotted
111,153,"GOVT.MEDICALCOLLEGE,THIRUVANANTHAPURAM",MBBS,UR,OBC,Allotted
112,154,"VMMC AND SAFDARJUNG HOSPITAL, NEWDELHI",MBBS,OBC,OBC,Allotted
113,156,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,OBC,Allotted
114,157,"IMS BHU, Varanasi, UP",MBBS,UR,UR,Allotted
115,158,"GOVERNMENT MEDICAL COLLEGE ANDHOSPITAL, CHANDIGAR",MBBS,UR,UR,Allotted
116,159,"GOVT.MEDICALCOLLEGE,THIRUVANANTHAPURAM",MBBS,UR,OBC,Allotted
117,160,"GOVERNMENT MEDICAL COLLEGE ANDHOSPITAL, CHANDIGAR",MBBS,UR,UR,Allotted
118,161,"GOVT.MEDICALCOLLEGE,THIRUVANANTHAPURAM",MBBS,UR,UR,Allotted
119,162,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
120,163,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
121,164,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,UR,Allotted
122,165,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,UR,Allotted
123,166,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
124,167,"GOVERNMENT MEDICAL COLLEGE ANDHOSPITAL, CHANDIGAR",MBBS,UR,UR,Allotted
125,169,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
126,170,"B.J. MEDICAL COLLEGE, AHMEDABAD",MBBS,UR,UR,Allotted
127,171,"GOVERNMENT MEDICAL COLLEGE ANDHOSPITAL, CHANDIGAR",MBBS,UR,UR,Allotted
128,173,"GOVERNMENT MEDICAL COLLEGE ANDHOSPITAL, CHANDIGAR",MBBS,UR,UR,Allotted
129,174,"GOVERNMENT MEDICAL COLLEGE ANDHOSPITAL, CHANDIGAR",MBBS,UR,UR,Allotted
130,175,"GOVT.MEDICALCOLLEGE,THIRUVANANTHAPURAM",MBBS,UR,UR,Allotted
131,178,"GOVT. MEDICAL COLLEGE, KOTTAYAM",MBBS,UR,UR,Allotted
132,181,"IMS BHU, Varanasi, UP",MBBS,UR,UR,Allotted
133,182,"PT. B.D. SHARMA PGIMS, ROHTAK",MBBS,UR,UR,Allotted
134,183,"VMMC AND SAFDARJUNG HOSPITAL, NEWDELHI",MBBS,OBC,OBC,Allotted
135,184,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,UR,Allotted
136,186,"VMMC AND SAFDARJUNG HOSPITAL, NEWDELHI",MBBS,OBC,OBC,Allotted
137,187,"IMS BHU, Varanasi, UP",MBBS,UR,UR,Allotted
138,188,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
139,189,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
140,191,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,UR,Allotted
141,192,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,OBC,Allotted
142,193,"University College of Medical Sciences, Delhi",MBBS,OBC,OBC,Allotted
143,194,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,UR,Allotted
144,195,"University College of Medical Sciences, Delhi",MBBS,OBC,OBC,Allotted
145,196,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,UR,Allotted
146,197,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,UR,Allotted
147,198,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
148,200,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
149,202,"University College of Medical Sciences, Delhi",MBBS,OBC,OBC,Allotted
150,203,"COIMBATORE MEDICAL COLLEGE,COIMBATORE",MBBS,UR,UR,Allotted
151,206,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
152,207,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
153,208,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
154,209,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
155,212,"NDMC Medical College, Delhi",MBBS,UR,UR,Allotted
156,214,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
157,215,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,UR,Allotted
158,216,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,UR,Allotted
159,217,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,OBC,Allotted
160,218,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
161,219,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,OBC,Allotted
162,221,"PT. B.D. SHARMA PGIMS, ROHTAK",MBBS,UR,UR,Allotted
163,222,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,UR,OBC,Allotted
164,224,"MAULANA AZAD MEDICAL COLLEGE, NEWDELHI",MBBS,ST,ST,Allotted
165,225,"BANGALORE MED. COLLEGE,BANGALORE",MBBS,UR,UR,Allotted
166,226,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
167,227,"Dr. B.S.A. Medical College, Delhi",MBBS,UR,UR,Allotted
168,229,"University College of Medical Sciences, Delhi",MBBS,OBC,OBC,Allotted
169,230,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
170,231,"LOKMANYA TILAK  MUNICIPAL M C,MUMBAI",MBBS,UR,UR,Allotted
171,233,"Dr. B.S.A. Medical College, Delhi",MBBS,UR,UR,Allotted
172,234,"MADRAS MEDICAL COLLEGE, CHENNAI",MBBS,UR,UR,Allotted
173,235,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
174,236,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
175,237,"BANGALORE MED. COLLEGE,BANGALORE",MBBS,UR,UR,Allotted
176,239,"Dr. B.S.A. Medical College, Delhi",MBBS,UR,UR,Allotted
177,240,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
178,241,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
179,245,"GOVT. MEDICAL COLLEGE, KOTTAYAM",MBBS,UR,OBC,Allotted
180,246,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,OBC,Allotted
181,247,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
182,248,"VMMC AND SAFDARJUNG HOSPITAL, NEWDELHI",MBBS,OBC,OBC,Allotted
183,250,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
184,251,"PT. B.D. SHARMA PGIMS, ROHTAK",MBBS,UR,UR,Allotted
185,252,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,OBC,OBC,Allotted
186,254,"University College of Medical Sciences, Delhi",MBBS,OBC,OBC,Allotted
187,255,"VMMC AND SAFDARJUNG HOSPITAL, NEWDELHI",MBBS,OBC,OBC,Allotted
188,257,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,OBC,OBC,Allotted
189,258,"MEDICAL COLLEGE, KOLKATA",MBBS,UR,SC,Allotted
190,259,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
191,260,"PT. B.D. SHARMA PGIMS, ROHTAK",MBBS,UR,UR,Allotted
192,261,"University College of Medical Sciences, Delhi",MBBS,OBC,OBC,Allotted
193,263,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
194,264,"KGMC, LUCKNOW",MBBS,UR,OBC,Allotted
195,265,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,OBC,Allotted
196,266,"S.C.B. MEDICAL COLLEGE, CUTTACK",MBBS,UR,UR,Allotted
197,267,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
198,268,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
199,269,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
200,270,"IMS BHU, Varanasi, UP",MBBS,OBC,OBC,Allotted
201,271,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
202,272,"GOVT.MEDICALCOLLEGE,THIRUVANANTHAPURAM",MBBS,UR,UR,Allotted
203,273,"MADRAS MEDICAL COLLEGE, CHENNAI",MBBS,UR,UR,Allotted
204,274,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
205,275,"PT. B.D. SHARMA PGIMS, ROHTAK",MBBS,UR,UR,Allotted
206,276,"B.J. MEDICAL COLLEGE, AHMEDABAD",MBBS,UR,UR,Allotted
207,277,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
208,278,"GOVT.MEDICAL COLLEGE, AMRITSAR",MBBS,UR,UR,Allotted
209,279,"B.J. MEDICAL COLLEGE, AHMEDABAD",MBBS,UR,UR,Allotted
210,281,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,OBC,Allotted
211,282,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
212,283,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
213,284,"DR.S.N. MEDICAL COLLEGE, JODHPUR",MBBS,UR,OBC,Allotted
214,286,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
215,287,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
216,288,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
217,289,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,OBC,Allotted
218,290,"PT. B.D. SHARMA PGIMS, ROHTAK",MBBS,UR,OBC,Allotted
219,291,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
220,292,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
221,293,"IMS BHU, Varanasi, UP",MBBS,OBC,OBC,Allotted
222,295,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,UR,Allotted
223,297,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
224,298,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
225,299,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,OBC,Allotted
226,300,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
227,301,"MEDICAL COLLEGE, KOLKATA",MBBS,UR,UR,Allotted
228,302,"KGMC, LUCKNOW",MBBS,UR,OBC,Allotted
229,303,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
230,304,"GOVT.MEDICALCOLLEGE,THIRUVANANTHAPURAM",MBBS,UR,OBC,Allotted
231,305,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,OBC,Allotted
232,307,"GOVT.MEDICALCOLLEGE,THIRUVANANTHAPURAM",MBBS,UR,OBC,Allotted
233,308,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
234,309,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
235,310,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
236,311,"PT. B.D. SHARMA PGIMS, ROHTAK",MBBS,UR,OBC,Allotted
237,312,"MADRAS MEDICAL COLLEGE, CHENNAI",MBBS,UR,UR,Allotted
238,313,"MADRAS MEDICAL COLLEGE, CHENNAI",MBBS,UR,UR,Allotted
239,314,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
240,316,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,OBC,Allotted
241,317,"MAULANA AZAD MEDICAL COLLEGE, NEWDELHI",MBBS,SC,SC,Allotted
242,318,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
243,319,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
244,320,"GOVT.MEDICALCOLLEGE,THIRUVANANTHAPURAM",MBBS,UR,OBC,Allotted
245,321,"MADRAS MEDICAL COLLEGE, CHENNAI",MBBS,UR,UR,Allotted
246,322,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
247,323,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
248,324,"GOVT.MEDICALCOLLEGE,THIRUVANANTHAPURAM",MBBS,UR,UR,Allotted
249,325,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,OBC,Allotted
250,326,"Dr. B.S.A. Medical College, Delhi",MBBS,UR,UR,Allotted
251,330,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,OBC,OBC,Allotted
252,331,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,OBC,Allotted
253,332,"Dr. B.S.A. Medical College, Delhi",MBBS,UR,UR,Allotted
254,333,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,OBC,Allotted
255,334,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
256,335,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
257,336,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,OBC,Allotted
258,338,"GOVT.MEDICALCOLLEGE,THIRUVANANTHAPURAM",MBBS,UR,UR,Allotted
259,339,"BANGALORE MED. COLLEGE,BANGALORE",MBBS,UR,UR,Allotted
260,340,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
261,342,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,OBC,OBC,Allotted
262,344,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
263,345,"Dr. B.S.A. Medical College, Delhi",MBBS,UR,UR,Allotted
264,346,"B.J. MEDICAL COLLEGE, AHMEDABAD",MBBS,UR,UR,Allotted
265,347,"Dr. B.S.A. Medical College, Delhi",MBBS,UR,UR,Allotted
266,348,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,OBC,Allotted
267,349,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
268,350,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
269,352,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
270,353,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
271,355,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,OBC,Allotted
272,356,"GOVT. MEDICAL COLLEGE, NAGPUR",MBBS,UR,UR,Allotted
273,357,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
274,358,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
275,359,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,UR,UR,Allotted
276,360,"SARDAR PATEL MEDICAL COLLEGE, BIKANER",MBBS,UR,UR,Allotted
277,361,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
278,363,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,OBC,Allotted
279,364,"KGMC, LUCKNOW",MBBS,UR,UR,Allotted
280,365,"G.S.V.M. MEDICAL COLLEGE, KANPUR",MBBS,UR,UR,Allotted
281,366,"LADY HARDINGE MEDICAL COLLEGE, NEWDELHI",MBBS,OBC,OBC,Allotted
282,367,"INDIRA GANDHI MEDICAL COLL., SHIMLA",MBBS,UR,UR,Allotted
283,368,"BANGALORE MED. COLLEGE,BANGALORE",MBBS,UR,UR,Allotted
284,370,"MAULANA AZAD MEDICAL COLLEGE, NEWDELHI",MBBS,SC,SC,Allotted
285,373,"SARDAR PATEL MEDICAL COLLEGE, BIKANER",MBBS,UR,OBC,Allotted
286,374,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,UR,Allotted
287,375,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,OBC,Allotted
288,376,"MOTI LAL NEHRU MEDICAL COLL, ALLAHABAD",MBBS,UR,UR,Allotted
289,378,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,UR,OBC,Allotted
290,379,"GOVT.MEDICAL COLLEGE, KOTA",MBBS,UR,UR,Allotted
291,380,"GOVT. MEDICAL COLLEGE, KOTTAYAM",MBBS,UR,UR,Allotted
292,385,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,UR,Allotted
293,387,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,UR,UR,Allotted
294,388,"DR.S.N. MEDICAL COLLEGE, JODHPUR",MBBS,UR,UR,Allotted
295,389,"GOVT.MEDICALCOLLEGE,THIRUVANANTHAPURAM",MBBS,UR,UR,Allotted
296,390,"GOVT.MEDICALCOLLEGE,THIRUVANANTHAPURAM",MBBS,UR,OBC,Allotted
