"",,Seats,ALIGARH,,,,,,,,Cancelled
54,441,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
55,454,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
56,457,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
57,459,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
58,461,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
59,465,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Did not fill up
"",,Seats,"BHU,VARANASI",,,,,,,,fresh choices
60,469,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
61,476,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
62,493,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
63,495,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
64,500,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
65,508,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Not Reported Seat
"",,Seats,"BHU,VARANASI",,,,,,,,Cancelled
66,520,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
67,523,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
68,533,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
69,535,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
70,546,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Not Reported Seat
"",,Seats,"BHU,VARANASI",,,,,,,,Cancelled
71,549,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Not Reported Seat
"",,Seats,"BHU,VARANASI",,,,,,,,Cancelled
72,569,,,,Managment/,"Kasturba Medical College, Manipal",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"Univ., Manipal",,,,,Round
73,573,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
74,582,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,OBC,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
75,597,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
76,599,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Did not fill up
"",,Seats,"BHU,VARANASI",,,,,,,,fresh choices
77,601,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
78,608,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Not Reported Seat
"",,Seats,"BHU,VARANASI",,,,,,,,Cancelled
79,610,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
80,618,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Not Reported Seat
"",,Seats,"BHU,VARANASI",,,,,,,,Cancelled
81,620,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
82,623,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
83,634,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
84,644,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
85,646,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
86,654,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
87,657,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
88,668,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Resigned
"",,Seats,"Univ., Manipal",,,,,,,,
89,671,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
90,676,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
91,680,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Mangalore",,,,,,,,Cancelled
92,692,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
93,696,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
94,703,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
95,721,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
96,741,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
97,746,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
98,759,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
99,763,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
100,775,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
101,792,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
102,795,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
103,798,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
104,823,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
105,825,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
106,850,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
107,857,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Did Not Opt for
"",,Seats,"BHU,VARANASI",,,,,,,,Upgradation
108,859,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
109,861,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Did Not Opt for
"",,Seats,"BHU,VARANASI",,,,,,,,Upgradation
110,869,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,OBC,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
111,870,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Did not fill up
"",,Seats,"BHU,VARANASI",,,,,,,,fresh choices
112,871,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
113,895,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
114,898,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
115,899,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
116,910,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
117,912,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
118,916,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
119,923,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Did Not Opt for
"",,Seats,"BHU,VARANASI",,,,,,,,Upgradation
120,928,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Not Reported Seat
"",,Seats,"BHU,VARANASI",,,,,,,,Cancelled
121,932,,,,Managment/,Santosh Medical College and,MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"Hsopital, Ghaziabad",,,,,Round
122,941,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
123,958,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
124,974,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,UR,UR,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
125,975,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Not Reported Seat
"",,Seats,"BHU,VARANASI",,,,,,,,Cancelled
126,981,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Did Not Opt for
"",,Seats,"BHU,VARANASI",,,,,,,,Upgradation
127,982,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Did Not Opt for
"",,Seats,"BHU,VARANASI",,,,,,,,Upgradation
128,993,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Mangalore",,,,,,,,Cancelled
129,1003,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
130,1005,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Did Not Opt for
"",,Seats,"BHU,VARANASI",,,,,,,,Upgradation
131,1006,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Not Reported Seat
"",,Seats,"BHU,VARANASI",,,,,,,,Cancelled
132,1021,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
133,1022,Managment/ Paid,"INST.OF MED.SCIENCES,",MBBS,,,,,,,Did Not Opt for
"",,Seats,"BHU,VARANASI",,,,,,,,Upgradation
134,1024,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
135,1027,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
136,1029,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
137,1030,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
138,1056,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
139,1067,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
140,1080,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
141,1087,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Mangalore",,,,,,,,Cancelled
142,1099,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
143,1103,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Did Not Opt for
"",,Seats,ALIGARH,,,,,,,,Upgradation
144,1110,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
145,1112,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
146,1118,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
147,1126,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
148,1130,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
149,1148,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,OBC,OBC,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
150,1153,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
151,1165,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
152,1169,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Did Not Opt for
"",,Seats,ALIGARH,,,,,,,,Upgradation
153,1170,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
154,1181,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,OBC,OBC,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
155,1198,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
156,1223,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,OBC,OBC,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
157,1224,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,OBC,OBC,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
158,1228,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
159,1237,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
160,1242,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
161,1285,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
162,1293,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
163,1314,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
164,1316,,,,Managment/,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,UR,UR,2,Allotted in 2nd
"",,,,,Paid Seats,ALIGARH,,,,,Round
165,1334,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
166,1346,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
167,1350,Managment/ Paid,"Kasturba Medical College, Manipal",MBBS,,,,,,,Not Reported Seat
"",,Seats,"Univ., Manipal",,,,,,,,Cancelled
168,1375,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,OBC,OBC,1,Allotted in 2nd
"",,,,,Paid Seats,"BHU,VARANASI",,,,,Round
169,1376,Managment/ Paid,"JWAHAR LAL NEHRU M.C. AMU,",MBBS,,,,,,,Not Reported Seat
"",,Seats,ALIGARH,,,,,,,,Cancelled
170,1388,Managment/ Paid,"MG Inst. of Medical Sciences,",MBBS,,,,,,,Not Reported Seat
"",,Seats,Sevagram Wardha,,,,,,,,Cancelled
171,1402,,,,Managment/,"INST.OF MED.SCIENCES,",MBBS,OBC,OBC,1,Allotted in 2nd
